region,t,hazard,exposure,vulnerability,social,p_action_true,action,subgroup,risk_score,risk_var
R011,0,0.5329469793949443,0.8122545630787223,0.1542864438952343,0.5067487573868212,0.7278241756587781,1,baseline,0.6627673094310336,0.0001759452869358827
R011,1,0.6778137198706815,0.8594614077513821,0.0893122615285217,0.5226927699996535,0.8057555687692535,1,migrant,0.728261392385754,0.0002515991036527406
R011,2,0.5547751985221356,0.8010486526593068,0.1294687338079168,0.3698662099734067,0.7311928103681985,1,elderly,0.6691717617655218,0.0001544646454550801
R011,3,0.6736656621400442,0.8906822931845041,0.171365886161023,0.19444006548447,0.7816198438429885,1,baseline,0.7170451419419418,0.0001980887548511269
R011,4,0.6707056007959928,0.7764011431008682,0.0721274416746028,0.3035451598889148,0.777920610681826,1,elderly,0.7107406810162636,0.00018833429605330485
R011,5,0.7330189781609959,0.9538599061684974,0.0641578460864372,0.440249401171164,0.8463683656436906,1,baseline,0.7643343216202583,0.0003036521252881396
R011,6,0.6863185600675121,0.872679417672214,0.1200593488626678,0.5563506882024487,0.80887193964217,1,baseline,0.7302834806357342,0.00026050239890163717
R011,7,0.6288308910753393,0.8925164899792798,0.149490892465674,0.4190904048369855,0.7785665407979899,0,migrant,0.7080696963505541,0.00020861851254620973
R011,8,0.7056701151154542,0.8627538219890649,0.1109342509739535,0.1857692675418397,0.7974671361749937,1,baseline,0.7304559188227815,0.00021901213556715772
R011,9,0.6767464429326744,0.7934080370256245,0.1765731379770775,0.4380144279752525,0.7747949352803957,1,baseline,0.705503017833504,0.0001715677191432904
R011,10,0.6952166030975612,0.8675389151666894,0.154444028405977,0.3048970917671126,0.7936726745998215,1,baseline,0.7244424906266262,0.00019760925165854265
R011,11,0.7795061921180781,0.7559303794810458,0.1019937356198312,0.3446645390670528,0.8149227193538184,0,baseline,0.742027430677652,0.00020360293479740812
R011,12,0.7229616808785441,0.8596116661956171,0.2010535847612373,0.3552014287289515,0.798709039312803,1,baseline,0.7280420400913297,0.00019062253412481446
R011,13,0.8589636861907023,0.8252296570166245,0.1956059911865498,0.3881259767845174,0.8486968060408492,0,migrant,0.7704367163519231,0.00022658314109373854
R011,14,0.807114804720627,0.8680858540643734,0.101590689645772,0.3251895321338856,0.847483965860954,1,elderly,0.7696022634214547,0.00025370551003382736
R011,15,0.8240018894271399,0.8520748643854188,0.0890410834870085,0.3625154227040293,0.8547853372600899,0,migrant,0.7748732535092122,0.0002608407850662908
R011,16,0.8490308371016047,0.8193729102468338,0.0714428308677269,0.4255295680885179,0.8640469706642755,1,baseline,0.781225120032359,0.0002718715214911722
R011,17,0.8527841141993024,0.7901378253262568,0.0916684252405083,0.2945333206528554,0.8501176129915389,1,migrant,0.7732667130352759,0.00024497831831987515
R011,18,0.8824567963300918,0.7816004034961015,0.0239289590760918,0.3047382607784464,0.8709503684087655,1,baseline,0.7902034507364348,0.0002846577947314628
R011,19,0.8390366868063165,0.874602857678329,0.1636564939016522,0.2112851166984137,0.8465510280078653,1,baseline,0.7725549516876887,0.00024648558278117565
R011,20,0.7971431039704548,0.8893051514254957,0.0387009524019411,0.3880893458227137,0.8603175963041256,0,elderly,0.7780223462218941,0.00029241023386638557
R011,21,0.8742502853762308,0.773467704804864,0.1064098511668466,0.2790701470075923,0.8523856847868176,1,baseline,0.7759589863375898,0.0002427558852240902
R011,22,0.8579884555667613,0.9170889480606568,0.0781207510246826,0.4803163246906857,0.888910875419668,0,migrant,0.8003755430184555,0.0003300070254700169
R011,23,0.7385687957173799,0.8833476819401749,0.1527977864291067,0.3617210374830629,0.817263438584774,1,baseline,0.7430633366545122,0.00022193188851169876
R011,24,0.8684142012059854,0.7927549945573645,0.0959546520145562,0.3835812703414737,0.8607025451087573,1,baseline,0.7800032121370751,0.0002537361004102754
R011,25,0.7893995662345267,0.8185012514938595,0.1098179976782569,0.4882327238837816,0.8373990133350331,1,baseline,0.7570453172159161,0.0002475565357244321
R011,26,0.7437535687550162,0.8684975368245812,0.0505454724283868,0.4894748004424809,0.8380928540247887,1,baseline,0.7564672654192816,0.0002799476068549318
R011,27,0.7827303225921938,0.8232668929820525,0.1010622768041112,0.4199134358076774,0.8335818379030552,1,elderly,0.7554587629991502,0.0002368248684058086
R011,28,0.8124594926636303,0.7862358848132233,0.1412615312556108,0.3822978097555038,0.8301566348275302,0,elderly,0.7543276567026889,0.00021283295917540684
R011,29,0.772612006800282,0.7726166995677026,0.1031709236059476,0.5171889449502332,0.8239519513402729,1,migrant,0.7450078458002701,0.0002334670013591101
R011,30,0.7922528065696812,0.8092130850523807,0.1927605470741425,0.2846334166333287,0.8140613284088937,1,elderly,0.7435145718507755,0.00019176878596270238
R011,31,0.8239863085878756,0.7599294014409128,0.1686017570091684,0.4500129875435422,0.8287907895491347,1,baseline,0.751876870127349,0.0002076533395834052
R011,32,0.8156786149440948,0.8446742600624338,0.0517147882323302,0.3735861319993106,0.8561283863552407,0,elderly,0.7753535189350589,0.0002716471843536348
R011,33,0.8034415819799579,0.8930694274626574,0.1787126553000118,0.424770440177093,0.8444221419983674,1,baseline,0.7649685148431572,0.00024817208360572755
R011,34,0.754747511611804,0.8288165790348426,0.1285558182809414,0.3489463888501158,0.8158262671520548,1,elderly,0.7423633921419529,0.00021116396749771437
R011,35,0.7061667558034757,0.8086490518114373,0.1366426887910159,0.4762626836624163,0.7975132435481461,1,baseline,0.7234259648884203,0.0002062213571709728
R011,36,0.7815738242224602,0.8260936522834886,0.1056974825501169,0.5292881177008714,0.838458043648208,1,baseline,0.7567322346071729,0.00026112879343196733
R011,37,0.7758964665766291,0.9481699538581008,0.0696782566876115,0.289006178622552,0.8539911478302578,1,elderly,0.775101177981855,0.00029189133382869625
R011,38,0.7107317179823518,0.7350029052206577,0.0945008119052608,0.3331366029323155,0.7837749765978989,1,baseline,0.7156116529416862,0.0001785052504010107
R011,39,0.7277799406059049,0.8226956045467855,0.1343702660082466,0.4599199821041836,0.8084915563556913,1,elderly,0.7331710054153732,0.00021503046104520224
R011,40,0.6716152006313814,0.7414622765803531,0.0503392250216371,0.3133467200794488,0.7750549878193501,0,elderly,0.7080572899958257,0.0001872331121229773
R011,41,0.634569451987262,0.8270578365827969,0.0436056896609714,0.4047050659749337,0.7829337479610652,0,migrant,0.7115405340799231,0.0002175678072069272
R011,42,0.6870555389127659,0.8533484925305153,0.0278185739150316,0.3255983097325216,0.8075990434705808,1,migrant,0.7345002913647857,0.00024057838006155132
R011,43,0.6314615140802614,0.8564794968347441,0.1761492923586523,0.4688032973902666,0.7708982760147689,1,baseline,0.7007556307409462,0.00019509497674011426
R011,44,0.6698913184409643,0.8847455543185392,0.0645688500925231,0.4724802683853505,0.8088443241454826,1,baseline,0.7317626228874685,0.0002574249606342182
R011,45,0.5495413194038122,0.8754905721671095,0.1157203149208276,0.3648259132032239,0.7457978906169839,1,baseline,0.681067340577609,0.00018816834697322996
R011,46,0.5679436875110921,0.8832369611251079,0.1026996920146551,0.4042385605166295,0.7586318414530916,1,elderly,0.6908317241727359,0.00020568663700672873
R011,47,0.5298879149867218,0.8080162848411497,0.0,0.4440679019708474,0.7457618180614611,1,migrant,0.678117408695767,0.0002152214194717595
R011,48,0.5778948988952849,0.87127984718223,0.1349898656847274,0.2671919847382007,0.7485250483787608,0,baseline,0.68631954356896,0.0001778736500034521
R011,49,0.638429652132354,0.9384461699344682,0.1542383784414489,0.4213429900036906,0.7909924875738024,1,baseline,0.7183615717377438,0.000233179329523002
R011,50,0.5745659466150421,0.8448293744979103,0.1328986375037436,0.324309330636595,0.7450729244518671,0,elderly,0.6820111495690967,0.00016937674453169283
R011,51,0.5307012009002915,0.8650443405099453,0.1295583594631138,0.3296741776693167,0.7323393034261044,0,baseline,0.6706833440640447,0.00017199157108104584
R011,52,0.587800904119862,0.9771931443864202,0.1272432593002203,0.2551944666487956,0.7742322249626357,1,baseline,0.7077578903473282,0.00023211890269105566
R011,53,0.5163624255272604,0.9197862165193166,0.0442276920130086,0.3751603940369165,0.7526260794146621,1,baseline,0.6854314881715049,0.0002328188573410046
R011,54,0.5188244778735237,0.8355503812152334,0.0266814891740051,0.4497134320670969,0.7431233156197102,1,baseline,0.6757666401365027,0.00021490186249096405
R011,55,0.456564667758494,0.8729924405005739,0.0811476622687478,0.3030163966492172,0.7102030256956612,1,baseline,0.651697819887234,0.00018120834615036106
R011,56,0.4656412057912253,0.8772488659053465,0.179977981139832,0.2821094426899493,0.6988150304610821,1,baseline,0.6435895583089306,0.0001500269643838262
R011,57,0.4402705225873366,0.8245147740471902,0.1440290505037239,0.3688537540314082,0.6878494939703845,0,migrant,0.6318404973593715,0.00014467235441436004
R011,58,0.4223646399077053,0.8612473744755917,0.1516063268849179,0.4269077664365491,0.6897997701472902,1,baseline,0.6317178151060331,0.00016711728772328359
R011,59,0.4224445438258463,0.8433193098706558,0.0690612679845381,0.4164775112877443,0.6981063648711763,1,baseline,0.6383325856550887,0.0001844001102653412
R011,60,0.4789808491259162,0.9198395506739132,0.1365141803576818,0.4254403700511052,0.7263551412340521,0,elderly,0.6625426367044371,0.0002045282234616571
R011,61,0.3202502749634012,0.841921824769154,0.1099422254103642,0.4105393235662729,0.6505201073059503,0,elderly,0.5980111858969285,0.00016546765166848987
R011,62,0.4189945882215778,0.818122732350609,0.0707184433796508,0.5326793440961226,0.6972485824566115,0,elderly,0.6346949988803975,0.00020341753652757254
R011,63,0.3438604632181999,0.8473698774876405,0.0997365264063564,0.390751088349945,0.6615952362413519,1,elderly,0.60791435261215,0.00016741458414071953
R011,64,0.4815096997593843,0.862218263993385,0.1380021312613639,0.2189460055027924,0.7052945132883657,1,baseline,0.6505111096634838,0.00015907889023236143
R011,65,0.4084889781531605,0.8728462055030831,0.0,0.4549959963534263,0.7107146321795522,1,migrant,0.6470712778350963,0.00023284815985394984
R011,66,0.240501150966691,0.928699819717528,0.0,0.481393570627148,0.6560101028615395,0,elderly,0.5987583128612101,0.0002688255448467273
R011,67,0.2170353202644951,0.8750373272972417,0.1624142111977043,0.423982376503964,0.608658580710789,0,baseline,0.5619295900768745,0.0001735824527856971
R011,68,0.3092011512112822,0.7596609481742013,0.1394654248569546,0.5625690680664363,0.6328212897941318,0,migrant,0.5797349634391183,0.00016694091731194957
R011,69,0.2266763018196274,0.7769857155747056,0.0625738366502343,0.2282961309937923,0.5980963948949466,0,baseline,0.5578017863010475,0.00014704089761725594
R011,70,0.3430759883160758,0.7812177717731339,0.1437286467038778,0.447704070523808,0.6442998562016659,0,baseline,0.5925845755374085,0.00013877076212745476
R011,71,0.3131755832916522,0.7552403771526007,0.0882591159257477,0.3883321735348392,0.6324960500350609,1,baseline,0.5835955945318569,0.0001362108253369998
R011,72,0.340210259001511,0.864942523096781,0.0916550388768178,0.4162131703772384,0.6661350109072998,1,baseline,0.6108853557442576,0.00018281846379770392
R011,73,0.3170267789253692,0.8686101804768361,0.0955636706068955,0.3229177844738495,0.6523440862981731,0,baseline,0.6015446307776856,0.0001685296394642124
R011,74,0.2956439008485394,0.8720377809848618,0.1062849923156036,0.3572002084697923,0.6445823781125372,1,baseline,0.5940311438990035,0.00017091412541193112
R011,75,0.3006640436789103,0.7704403773308016,0.124016978498186,0.4107483586496387,0.6262885640954785,1,elderly,0.5779342459024842,0.000133714081921857
R011,76,0.3032121117128954,0.9474996172090856,0.0858854263476197,0.3000827119023371,0.6629060897699492,0,elderly,0.6104485261615623,0.00020681649253742875
R011,77,0.2478377608652427,0.9293618305549088,0.1734255932785345,0.4476681924102825,0.6313770410858128,0,baseline,0.5805059442974502,0.00020192077886394317
R011,78,0.4308599143506367,0.8351444778591696,0.0914209321787687,0.5313195841654142,0.7022257006935441,1,elderly,0.6391132933697445,0.00020418395369473623
R011,79,0.4571033849550598,0.8651665489512033,0.0850206837611651,0.326413187775827,0.7094422205968812,0,baseline,0.650525117755657,0.00017819227677126775
R011,80,0.3408302738140824,0.9099601028766212,0.1348139323729048,0.3896244767778472,0.6675832640839139,1,baseline,0.6129663709599262,0.00018499876973485012
R011,81,0.3747426612255028,0.9033711211950208,0.1264081865636006,0.4042671930851426,0.6818234203989223,0,baseline,0.6247918314113552,0.00018786487781734254
R011,82,0.4162871690332941,0.6961351949980432,0.1240145091833586,0.6446258742162665,0.6693710239462358,0,elderly,0.6093677048750723,0.0001814876836808353
R011,83,0.3712379887956897,0.852334886429016,0.0817430830372725,0.4912311003777046,0.6812622653673734,1,baseline,0.6218782813929453,0.00020008908597468508
R011,84,0.4021047367312313,0.8925940639937163,0.1057097591936885,0.705580125004158,0.7087832498623904,1,baseline,0.6397151120686485,0.00030918620767116204
R011,85,0.4161940645499702,0.7672070334565886,0.0776997073749302,0.5023314443017877,0.6833806486201557,0,elderly,0.6241034117499492,0.0001705778634346462
R011,86,0.3111981974332243,0.854346209494631,0.1734094491138503,0.3918317989914192,0.6389286934547095,1,migrant,0.5891775142894518,0.0001487852424140365
R011,87,0.3394494582585527,0.875343142070362,0.1379359791842536,0.2094204262116966,0.6506290361504403,1,migrant,0.6035775954868507,0.00015440464964375719
R011,88,0.4845511896951077,0.9093462330626196,0.1340484783317685,0.4529619470029385,0.7282305480909487,1,migrant,0.6634769852365309,0.00020729023351096992
R011,89,0.5041178569208118,0.7617925474790563,0.0298192520590256,0.3139928861028295,0.7152324087604236,1,baseline,0.656102206351953,0.00016726695505636996
R011,90,0.4950024014746387,0.8689645185966949,0.1607275143129029,0.5024432059798418,0.722806897461251,1,baseline,0.6581405692883314,0.00019424181997518915
R011,91,0.5028353525772354,0.8103388585491604,0.095459871822423,0.4197728130266561,0.7198715726186956,1,elderly,0.6575892990512543,0.00016969365945751678
R011,92,0.6271238541068563,0.881050869805126,0.0750870599694311,0.5803306516448294,0.7948131891905946,1,migrant,0.7169224542269362,0.00027699966337975596
R011,93,0.529119802187873,0.828374645415371,0.1874718156122684,0.3770952054912186,0.7180568378909441,1,baseline,0.6581113043728081,0.00014399167036952204
R011,94,0.5988239729967617,0.8819874088083062,0.1021548204833978,0.4986327733575529,0.7755354865557339,1,baseline,0.7028418292526839,0.00023357734849722137
R011,95,0.5707861535329377,0.8585684403288807,0.1134035779210554,0.5186366262049584,0.7589494441010408,0,baseline,0.6883575883699006,0.0002193739354730536
R012,0,0.563510839995746,0.493486082827163,0.821840991601104,0.1882429780100649,0.5602375527240686,1,migrant,0.5377712470000369,8.077733470968884e-05
R012,1,0.6513959061678356,0.4613624339701166,0.7964488468660529,0.235198182475161,0.5951234313550077,0,migrant,0.5665257537762061,8.152113293696702e-05
R012,2,0.5492728814175458,0.4246334364415332,0.9086743008995092,0.29998639725419,0.5333340145831081,1,baseline,0.5132181676856247,0.00010002693276249983
R012,3,0.6355987053363762,0.3815314805878896,0.7253355591671721,0.3495544317162549,0.5892231659628654,0,baseline,0.558214175594849,6.586015700950317e-05
R012,4,0.6154671173707688,0.3861701328338433,0.7469630817987513,0.2644572689822876,0.5745992746943779,1,baseline,0.5481359846013617,7.114440922115879e-05
R012,5,0.5961159216893949,0.4996403580586373,0.8183659921923181,0.3366903398319795,0.5824540584502368,1,baseline,0.5527959357390536,7.364182948200279e-05
R012,6,0.7005303586280299,0.3843764188988212,0.8086689825034161,0.2525477806029782,0.5984144688856128,0,elderly,0.5697128926623624,9.95671569070782e-05
R012,7,0.6939644065514257,0.3858989034954469,0.7285764152087528,0.294074534725595,0.6101828077746265,1,baseline,0.577762626777656,7.81230378940538e-05
R012,8,0.5967890773133293,0.4304150049830929,0.8433084569669815,0.5322864765499393,0.5749166872044,0,elderly,0.5419239115319225,0.00010907075325506521
R012,9,0.6782646531262144,0.3495608650166949,0.8054734466791931,0.2996826470848798,0.5853811496061898,1,baseline,0.5574839921110536,9.580744833399838e-05
R012,10,0.7097515528507554,0.3060986331941892,0.8413601887465051,0.2023829030618276,0.5790354646202557,0,baseline,0.5554562858044726,0.0001340966825813163
R012,11,0.6598094724088954,0.3759142365655783,0.7810617936789664,0.2783217443329612,0.5858634544414769,1,elderly,0.5579555563384616,8.472658405576128e-05
R012,12,0.8150381391697151,0.4416674636771248,0.843149578512155,0.4240612400233581,0.6590793736276558,1,baseline,0.6172236373053653,0.00012596241613930503
R012,13,0.7524322817875618,0.4554875118514098,0.8486918156529256,0.3443074128256478,0.6319820133786502,0,baseline,0.5959883060086522,0.00010757752158371818
R012,14,0.7225730171168436,0.3912892113371328,0.8340224023916377,0.2773161871219883,0.6060494981115178,1,migrant,0.5758579691105996,0.00010620954833473775
R012,15,0.8399369242116176,0.4649904399725173,0.8553183795788571,0.1757514385631724,0.6594626726704806,1,elderly,0.6242029204608467,0.0001472942526390909
R012,16,0.7594487801555418,0.4291636915114458,0.7646648993070719,0.1145441958931244,0.6306397252631015,0,elderly,0.6002774507315282,0.00012642292350654118
R012,17,0.8567627233633018,0.4280690170445801,0.8959318199351374,0.2971738435558554,0.6587878119417588,0,baseline,0.6211464342762932,0.0001499540792266353
R012,18,0.8061536341024415,0.4061559313463438,0.7310718469587679,0.390507103058321,0.6635572180193463,0,elderly,0.6209709798777794,0.000100067617821057
R012,19,0.7706878401021073,0.4690934447267856,0.8529524847946406,0.3926559657501122,0.6437837505545096,0,baseline,0.604775525499165,0.00011448752714420585
R012,20,0.8052403530057717,0.4020391966538644,0.8341672603884627,0.4348072958784673,0.6491192562687355,1,baseline,0.608598323413118,0.00012446487235530469
R012,21,0.9102485640674428,0.4498916374403101,0.7833013816491219,0.3623219696419417,0.7046986443497679,1,elderly,0.657395304499379,0.0001370648100017244
R012,22,0.9140833542092864,0.464376483768611,0.7963250740377428,0.2577815036234522,0.7019489525129482,1,migrant,0.6578793637909288,0.00014545424856114375
R012,23,0.8994711452719704,0.4267203726493795,0.8177679449482833,0.2845906144607535,0.6866968716194592,0,baseline,0.6446059518734873,0.00014499136707146754
R012,24,0.8082009643665713,0.4118032158009335,0.8809463511668338,0.2554794511759641,0.6362730487905884,1,baseline,0.6028503034352896,0.00013790734777775974
R012,25,0.7725035374880926,0.4408634698623148,0.8633753102907569,0.4419006136247199,0.6397628431053225,0,migrant,0.6003539860415832,0.00012348322471387383
R012,26,0.8428866192061816,0.3973544004301551,0.8214422853395689,0.3108473442789657,0.6589515521815166,0,baseline,0.6203055953650054,0.0001293939126761901
R012,27,0.8183916944134313,0.4276280307083394,0.7803337296125645,0.2552011498212409,0.6585922819562178,1,elderly,0.6207466560461293,0.0001156446810353533
R012,28,0.9433164847133534,0.3448135691119548,0.7320677911360398,0.1837355462482293,0.6956659163497378,1,migrant,0.6547601468985063,0.0001773304729825737
R012,29,0.8478292476244065,0.4345945636410706,0.8036429081938662,0.3323443837248341,0.6721213947351385,0,baseline,0.6305273312209322,0.0001224491781297786
R012,30,0.7850714342389579,0.4040271891198672,0.7158305344112501,0.1633198085567846,0.6456254217857084,0,migrant,0.6115067101297456,0.0001165906885897735
R012,31,0.828731286266128,0.4172996639672778,0.82559441135854,0.0954853300487978,0.6458875520985656,1,migrant,0.6147492252000446,0.00016498296391577184
R012,32,0.8159748126577017,0.2660984344553544,0.856272819234833,0.0971191146767652,0.6060246448027649,0,baseline,0.5820708859334787,0.00020653268824610282
R012,33,0.7297458615365554,0.4574771022972361,0.9554493970506676,0.0521330660169317,0.5926830088173158,0,baseline,0.5712891582982894,0.00018295380393652306
R012,34,0.6742378890918891,0.4263703626495322,0.7847027431772481,0.2924290612752286,0.6018852697538364,1,baseline,0.5709707032167459,8.051285327817891e-05
R012,35,0.7932946970433365,0.3326140246401379,0.8571232144997798,0.238525798368026,0.6171984914887966,0,elderly,0.5872968608479556,0.00014379585662704057
R012,36,0.822831226162439,0.4016647838981993,0.8904231498769442,0.4015864419603785,0.6459812968610927,1,baseline,0.6074636127481933,0.0001415502987267976
R012,37,0.7268946534269469,0.4110838135218357,0.8713565113541648,0.3232026003657557,0.608431277390309,0,baseline,0.5769372054749763,0.00011193801146010344
R012,38,0.708504067596032,0.402504064745925,0.860270955638759,0.2798213641087917,0.5988528648472236,1,elderly,0.5698052823221638,0.00010861437986638898
R012,39,0.6769748896729835,0.3773436588468489,0.7249365515527045,0.2044132981963963,0.5977388698154773,1,baseline,0.569501722468028,8.802067099668062e-05
R012,40,0.6809777266703924,0.4402524999664619,0.671103525459801,0.3362819599256322,0.6265901598387609,0,baseline,0.5895920977119171,6.0192682804436746e-05
R012,41,0.652807861108992,0.4140799144097136,0.7702500886642414,0.0670633370402086,0.5817547808779138,0,baseline,0.5596625481182189,0.0001221354851974183
R012,42,0.6741294258574494,0.3893347938012644,0.7467320827512209,0.1324650774183307,0.592132170561466,1,baseline,0.5667705968176712,0.00010592831786075235
R012,43,0.7273396040358255,0.4151902403757089,0.7259032710502015,0.3019625017328845,0.630186524118586,0,elderly,0.5944861796634199,8.047164547341113e-05
R012,44,0.6742146322781091,0.4353685754092433,0.6457502246493466,0.3339750494718899,0.6265957867692848,0,elderly,0.5894018743274027,5.655333568266017e-05
R012,45,0.5439938331303644,0.3956082460199788,0.8155899068063434,0.1153773680003618,0.5301495648352081,1,baseline,0.5146171833436473,0.00010527708341928568
R012,46,0.6371061801303601,0.4073807263536319,0.7516601698434904,0.1815130286101151,0.5826452432768526,1,baseline,0.5571752215386497,8.516546754648978e-05
R012,47,0.5070973376815077,0.4582554395796159,0.786781393398321,0.2698673790647585,0.539966182932016,0,elderly,0.5180034840863694,6.131842520469116e-05
R012,48,0.5589718581923379,0.4357111923392258,0.7282208469622438,0.3293144157542288,0.5679635754881552,1,migrant,0.5400112432840638,5.219535308960757e-05
R012,49,0.5177691266996162,0.4477655708632222,0.6849285129059149,0.3141189039034152,0.5596274331117744,1,migrant,0.5326243557639625,4.11192545626922e-05
R012,50,0.6056732985987874,0.4245222525655831,0.7799573125483005,0.2158705733742811,0.5709737017391006,0,baseline,0.5463803854519935,7.760507024825132e-05
R012,51,0.5447254715906305,0.3646697262656861,0.8329125422573618,0.4927668808293767,0.540525596592254,1,elderly,0.5138314044125437,9.71517687519152e-05
R012,52,0.4343831882589719,0.3377946792228363,0.8338696289404215,0.2734762111329999,0.4799055773637428,0,baseline,0.4678027224784014,8.793020719343315e-05
R012,53,0.4592661109150093,0.4465630939156486,0.7871263926823565,0.2062004234966493,0.5152601254216125,1,elderly,0.4985555106679249,6.718403760479233e-05
R012,54,0.4107841138363329,0.5044998944677376,0.7902222606769185,0.3439022378972639,0.5138753972214062,1,migrant,0.4931689575058393,5.974103338693615e-05
R012,55,0.4031391260450258,0.3933378909927602,0.8501009780238027,0.2273776498892159,0.4737769644074527,1,baseline,0.4634746083299504,8.83520840195866e-05
R012,56,0.4490809019172244,0.4299830465745442,0.877183759797502,0.3148258768662937,0.499792699955488,1,migrant,0.4835132103806035,8.623956791605381e-05
R012,57,0.4633788932898828,0.3473811474420255,0.7468747478313655,0.1710612000684792,0.5013496346330774,1,elderly,0.48792171658056793,8.097109367776512e-05
R012,58,0.4538903261901073,0.4195344211218447,0.7990161545094152,0.0201791774888174,0.4966195503984404,0,elderly,0.4879088807313702,0.00012302871335716635
R012,59,0.3567576357160722,0.5076225543356049,0.722579277322277,0.1982107131733905,0.4957512092138778,0,elderly,0.4806697053179295,5.158334006533474e-05
R012,60,0.4076372431992652,0.3499690754980953,0.7413913436499251,0.1421994073116045,0.4789499811974166,0,migrant,0.4693246687089638,8.540113048943302e-05
R012,61,0.4139209204074002,0.4956336110925963,0.7607560203011942,0.3013327661337243,0.5156483256429865,1,baseline,0.49557496491644115,5.133825026120174e-05
R012,62,0.3512174034891925,0.3790896508745981,0.8182638492296138,0.3811530096708634,0.4626229646696977,1,baseline,0.4494620398873388,7.967608322397433e-05
R012,63,0.3162996730122503,0.4549553117698069,0.7928370944994529,0.2469911394393427,0.4609349243559107,0,elderly,0.450665370467933,6.832519242564769e-05
R012,64,0.32180454903458,0.4921476088484686,0.8104118896795439,0.2969120137791647,0.4704351586205524,1,baseline,0.45737845445309855,6.919030736217226e-05
R012,65,0.4643884348874966,0.4702824409809782,0.7589882456149032,0.2520893235585819,0.5285680914868879,1,baseline,0.5082334793434115,5.398677864121508e-05
R012,66,0.3426314054850755,0.3699706169070852,0.8169821775229276,0.4246596422329757,0.4597323410586569,0,elderly,0.4458621309520798,8.530445738156732e-05
R012,67,0.2731678204703874,0.3808739887737916,0.7732015733494513,0.4792974165036373,0.4434265607656775,0,migrant,0.4297294622869037,8.849357495243598e-05
R012,68,0.3720423507324134,0.3918136318629869,0.7807256810155021,0.1342802876525044,0.4667848288958626,0,baseline,0.459160701013495,8.799028004878462e-05
R012,69,0.3456640998383988,0.4693317847725712,0.7844998656870344,0.2652729144090046,0.4777206627572688,0,elderly,0.4644009986169208,6.180580714615002e-05
R012,70,0.3630413531306694,0.331521135433783,0.8318441580417615,0.2774012728117612,0.4506142082733482,1,elderly,0.4425038315341465,9.087196278950503e-05
R012,71,0.212612671256413,0.3982082309447393,0.8674270005185463,0.4469192957031838,0.4069186293988903,1,baseline,0.40012979040582336,0.00012140603646512859
R012,72,0.4144079728908796,0.4028848623908198,0.8427065289369818,0.2343277401384015,0.4816505693008886,1,baseline,0.4698955007546006,8.363174641444845e-05
R012,73,0.2829675030450844,0.3020054691824413,0.8593959643521883,0.2152875851152426,0.4054430796574559,1,baseline,0.40586966501911403,0.00012086831880864994
R012,74,0.2594478902746808,0.3948139447118428,0.8832159668828299,0.488828714111316,0.4247009857253822,1,baseline,0.414527286954295,0.00012752354608904298
R012,75,0.3033889697991455,0.353314028033972,0.8444582384154188,0.3081101837584369,0.4307551669520616,1,migrant,0.42453028514397395,9.429512209465168e-05
R012,76,0.328454887156051,0.3811609854682716,0.8757536560735876,0.3341467805306481,0.442958442571569,1,baseline,0.43446125818636555,9.777331974837623e-05
R012,77,0.1962292834233459,0.4016924825972164,0.8992018993077945,0.4120637360327127,0.3945531117942481,0,baseline,0.3907690497452255,0.00013084072138090555
R012,78,0.3196665149367659,0.3449559432427209,0.8805964293729863,0.3038786572566351,0.4299622630801344,0,baseline,0.4244634901327476,0.00010618956616906525
R012,79,0.3591034236924928,0.3666421385520852,0.7967492485318822,0.0187142761221958,0.4483931237137416,1,baseline,0.4468570785219219,0.0001349122338919385
R012,80,0.351623525043973,0.4473156849613231,0.6979756453249757,0.2413352982588013,0.4874829651240475,1,elderly,0.47262317023586287,4.597888125161324e-05
R012,81,0.2858676204044673,0.4164910582778656,0.7983400765101429,0.4508888610647045,0.4504386913940739,0,baseline,0.43652013400128215,8.625399417129503e-05
R012,82,0.3593893247072049,0.4477799041968914,0.7287239179523756,0.2573625083739584,0.4868712484481018,1,baseline,0.4720234859942356,5.0087421147973087e-05
R012,83,0.3714021471937679,0.4474522389867989,0.8227494256089515,0.2045825981761766,0.4748680227423331,0,baseline,0.4642301384521237,7.770098328465107e-05
R012,84,0.4640530751071565,0.3634636315987917,0.8022996903746934,0.2601347613351814,0.5009757408731761,1,elderly,0.485707842288999,7.587391449088063e-05
R012,85,0.3199383548112798,0.4755700592542672,0.7563237563104336,0.3820580260443975,0.4787436916310202,1,elderly,0.46173735235111896,5.978480266671434e-05
R012,86,0.3828420998517989,0.4656880790619303,0.844735581528739,0.3003174189254425,0.4845799894700669,0,baseline,0.470106504836527,7.573249292664632e-05
R012,87,0.4129874924310466,0.4046135351527125,0.7619601317316518,0.3698573239590702,0.500316550441167,0,baseline,0.4813352388820791,5.8036888837117485e-05
R012,88,0.5155655069456597,0.3892402081226658,0.7960667795556595,0.3553236310944777,0.532430409024172,0,elderly,0.5099218528078405,6.848841835020415e-05
R012,89,0.4408401014297513,0.4035307441482334,0.839732269032722,0.2131656068153737,0.4917406293874077,0,baseline,0.4791154238984305,8.506404774639698e-05
R012,90,0.4711511679743683,0.4482611763150398,0.7900490826612709,0.4602807384784165,0.5326193769774855,0,baseline,0.5066578419850887,7.276436793511685e-05
